"latitude","longitude","movement_flag","accuracy_m","timestamp","ID"
47.5640924591882,7.60513403690516,1.21824753693418,55.0064378982457,"2025-03-01 08:27:52","P001"
47.5640948332527,7.60507566498188,0.162036840462585,52.4061781252807,"2025-03-01 08:28:15","P001"
47.5641442801501,7.60484423095959,0.31065006958501,57.6135017527507,"2025-03-01 08:28:49","P001"
47.5642026913591,7.6049690809766,0.0433452248823802,52.1834242285338,"2025-03-01 08:30:35","P001"
47.5640597156652,7.60488290957468,1.77117512929773,57.9894115090485,"2025-03-01 08:32:35","P001"
47.5637328326354,7.60479240908432,2.25368460626875,52.6317742013048,"2025-03-01 08:33:57","P001"
47.5639889010722,7.60512075468466,0.236734732905354,53.0557448100863,"2025-03-01 08:34:34","P001"
47.5642743758263,7.6051169063446,2.25524915885447,52.5761659547712,"2025-03-01 08:36:24","P001"
47.5638166278857,7.6051552135323,3.02176766769739,55.498920997492,"2025-03-01 08:38:03","P001"
47.5640077030131,7.60511344966836,0.349424140650153,53.7519580774329,"2025-03-01 08:40:15","P001"
47.563905109094,7.60476618614302,4.32585584407043,61.0454394345606,"2025-03-01 08:41:41","P001"
47.5640648667052,7.604964865499,2.79163100460228,54.1025438750203,"2025-03-01 08:43:35","P001"
47.5640116512737,7.60485559670126,2.40578642705846,54.1647791069984,"2025-03-01 08:44:39","P001"
47.5639188016205,7.60479532640778,0.137607926835416,52.2054202574727,"2025-03-01 08:46:15","P001"
47.5640952881269,7.60498926082268,0.210743191984717,53.4680392326317,"2025-03-01 08:47:26","P001"
47.5639131384188,7.60493689877993,0.424173686129258,53.0097512465223,"2025-03-01 08:49:56","P001"
47.5638567328955,7.60501820748186,2.01600967362621,54.3727585958149,"2025-03-01 08:51:08","P001"
47.5640704532683,7.60472656556261,2.34092440364331,55.9540730217103,"2025-03-01 08:53:52","P001"
47.564128231079,7.60510569445482,1.41028355894348,54.6584239788295,"2025-03-01 08:54:53","P001"
47.5638790812595,7.6050389775438,2.88803841384188,55.284766429567,"2025-03-01 08:56:50","P001"
47.564045537693,7.60512988619289,3.1598694248852,56.0498389555557,"2025-03-01 08:58:44","P001"
47.5639709414879,7.60526197802074,3.11051664911577,59.4834936724316,"2025-03-01 09:01:01","P001"
47.5641590397401,7.60485209394255,0.347632569275745,58.199488248204,"2025-03-01 09:02:51","P001"
47.5640320630981,7.60449270079953,1.08735359054442,52.092442638408,"2025-03-01 09:03:55","P001"
47.563911478915,7.60509552062873,1.20380572473829,57.9509122874753,"2025-03-01 09:05:17","P001"
47.5637413566142,7.60505258693319,2.48066686845594,52.3362814406274,"2025-03-01 09:07:20","P001"
47.5641037682998,7.60460732522691,1.54435350559219,53.5698863107804,"2025-03-01 09:08:13","P001"
47.5641669185511,7.60525365098361,1.05496686044332,56.5467492137821,"2025-03-01 09:10:45","P001"
47.5638991592333,7.60512999296799,1.34708691894716,53.2961469807932,"2025-03-01 09:12:33","P001"
47.5642325649621,7.60495454172115,1.08511679633367,58.3401180999018,"2025-03-01 09:13:58","P001"
47.5636993846297,7.60482212791214,0.817485832043938,61.3885885242134,"2025-03-01 09:15:56","P001"
47.5639849458135,7.60450688828405,1.41651524847373,22.1493419649059,"2025-03-01 09:17:16","P001"
47.5640914410014,7.60530087500681,1.90395668310946,52.247034874786,"2025-03-01 09:17:52","P001"
47.5639793882914,7.6044835626478,0,25,"2025-03-01 09:21:49","P001"
47.5638298793666,7.60400872391067,1.4700082459487,18.0468096948988,"2025-03-01 09:21:49","P001"
47.5635699664047,7.60377470770471,1.06283650562167,18.1495027872995,"2025-03-01 09:22:17","P001"
47.5634934450153,7.60373673812324,0,25,"2025-03-01 09:27:00","P001"
47.5634371735553,7.60337087976066,0.51808128291741,19.7167997743689,"2025-03-01 09:27:00","P001"
47.5628237020959,7.60318484889491,1.9636109726876,30.4860596564697,"2025-03-01 09:27:39","P001"
47.5628453856636,7.60280315500537,1.95497172692791,23.7424470704985,"2025-03-01 09:27:52","P001"
47.5627623821715,7.60223444870224,0.855387329477817,15.3089000837492,"2025-03-01 09:28:47","P001"
47.5627678579492,7.60231859668429,1.94513248421252,26.099155150449,"2025-03-01 09:28:56","P001"
47.5626849499807,7.60193204614735,0.811012977138162,18.4569825428052,"2025-03-01 09:29:43","P001"
47.5623918513064,7.60137686098814,1.11188044432551,21.8177967527272,"2025-03-01 09:30:29","P001"
47.5623116217036,7.60132221323278,0,25,"2025-03-01 09:35:12","P001"
47.5619063307851,7.60044984197675,1.92386048298329,30.2460846418487,"2025-03-01 09:35:12","P001"
47.561939232009,7.60005021821163,1.51610372621566,19.2091709411663,"2025-03-01 09:35:30","P001"
47.5619902263456,7.60013923277463,0,25,"2025-03-01 09:37:05","P001"
47.5618677154167,7.59927700785993,1.41004069274291,25.8681910835755,"2025-03-01 09:37:05","P001"
47.5619146088958,7.59926692038312,0,25,"2025-03-01 09:38:51","P001"
47.5617655030785,7.59926865241076,1.58985442198813,21.0164028399717,"2025-03-01 09:38:51","P001"
47.5618677527271,7.59933532758158,0,25,"2025-03-01 09:39:08","P001"
47.5617326958232,7.59921073304332,1.17449493220076,15.0646935376975,"2025-03-01 09:39:08","P001"
47.5613814930942,7.59929516165899,1.18678800903261,28.305815133803,"2025-03-01 09:39:39","P001"
47.561281801433,7.59899142315976,1.49585793899372,23.2297777108012,"2025-03-01 09:39:52","P001"
47.561317229552,7.59773568649509,1.4999860249646,28.6385209189955,"2025-03-01 09:40:55","P001"
47.5612799859754,7.59775335496761,0,25,"2025-03-01 09:42:13","P001"
47.5607341517837,7.59759582731307,1.5778657059744,16.7778979017356,"2025-03-01 09:42:13","P001"
47.5600599342444,7.59745699254768,1.05884843140841,15.4516133062319,"2025-03-01 09:43:19","P001"
47.5605053000741,7.59815485033757,1.72537340255454,23.7202893357585,"2025-03-01 09:43:53","P001"
47.56039196466,7.5981615028562,0,25,"2025-03-01 09:46:30","P001"
47.560740356378,7.59792494117207,0.952097680885345,25.3905948282741,"2025-03-01 09:46:30","P001"
47.5603834484941,7.59691154259033,1.7306787413545,18.5788131524081,"2025-03-01 09:47:29","P001"
47.5602345174557,7.59678694709495,0,25,"2025-03-01 09:50:18","P001"
47.5603387936169,7.59803239248616,1.78134625537321,26.0809826457541,"2025-03-01 09:50:18","P001"
47.5602991919923,7.59792689935922,0,25,"2025-03-01 09:52:47","P001"
47.5609791832773,7.5978131701262,1.28976784273982,22.1604091224835,"2025-03-01 09:52:47","P001"
47.560579054843,7.59752318363104,0.850759856868535,29.1108688382594,"2025-03-01 09:53:42","P001"
47.5605284464798,7.59776102185167,0.742605937365442,16.1351943076777,"2025-03-01 09:54:04","P001"
47.5608797076361,7.59794352702681,0.633035699799657,22.7865759607056,"2025-03-01 09:55:03","P001"
47.5609565812688,7.59878358141689,1.11337047955021,30.335300414453,"2025-03-01 09:55:53","P001"
47.5609193797934,7.59876602354854,0,25,"2025-03-01 10:00:57","P001"
47.5609135400289,7.59897502034111,0.59946878330782,16.1695144427305,"2025-03-01 10:00:57","P001"
47.5610620993629,7.59890817752605,0,25,"2025-03-01 10:05:26","P001"
47.5611833384852,7.59863834911744,0.45028842413798,20.4111019720637,"2025-03-01 10:05:26","P001"
47.5610363997855,7.5987886837079,0,25,"2025-03-01 10:08:40","P001"
47.5619016640239,7.5986712968134,1.80675776783377,23.8907490036259,"2025-03-01 10:08:40","P001"
47.561614408757,7.59915261245898,1.95754717910662,20.7737248257525,"2025-03-01 10:09:07","P001"
47.5615611216251,7.59916342632981,0,25,"2025-03-01 10:12:32","P001"
47.5616366150444,7.59904179574632,0.770453455075621,18.857210096317,"2025-03-01 10:12:32","P001"
47.5618115875265,7.59910372626971,0,25,"2025-03-01 10:15:44","P001"
47.562109157297,7.59901708164779,0.975497489701956,16.966038962484,"2025-03-01 10:15:44","P001"
47.5621418969578,7.59918231175936,0.438143740743399,18.5722090842852,"2025-03-01 10:16:12","P001"
47.5620422640028,7.59912957357999,0,25,"2025-03-01 10:18:03","P001"
47.5626036681613,7.59957512084585,1.15398414652795,22.3906712402239,"2025-03-01 10:18:03","P001"
47.5624823478706,7.59953455530045,0,25,"2025-03-01 10:20:26","P001"
47.5633468339386,7.60012462660781,1.81676129115745,18.8539380404509,"2025-03-01 10:20:26","P001"
47.5634324799028,7.60010326798982,0,25,"2025-03-01 10:24:28","P001"
47.5636363114133,7.59997090682772,0.522195447664708,23.8909190746209,"2025-03-01 10:24:28","P001"
47.5637349955239,7.59989121596946,0.440305324606597,16.7351490759163,"2025-03-01 10:25:23","P001"
47.5642186381342,7.60040860377141,1.30565344523638,27.4144969921073,"2025-03-01 10:26:08","P001"
47.5641592534174,7.60034604822249,0,25,"2025-03-01 10:29:29","P001"
47.5643700981727,7.60024601166049,0.613658485449851,16.7997498300949,"2025-03-01 10:29:29","P001"
47.5643379350899,7.60026742881679,0,25,"2025-03-01 10:34:46","P001"
47.5648767598276,7.60060671125111,1.48490610379726,17.4694671433513,"2025-03-01 10:34:46","P001"
